source_text,target_glyphs,source_len,target_len,categories,pair_id
te Rangi vahine tahi,g001 g081 g017 g017 g073,4,5,det name noun num,3744
ki atu tangata tamaiti tangata ala na na tau moana,g096 g097 g018 g017 g016 g052 g006 g006 g012 g016,10,10,part part noun noun noun verb det det det noun,3745
tahi te he hare haere pe he raa manu he,g072 g001 g004 g024 g056 g097 g005 g029 g031 g001 g001,10,11,num det det noun verb part det noun noun det,3746
ma iva nga i atu hateke vai he Tuu a,g102 g075 g013 g102 g098 g073 g073 g020 g004 g081 g096,10,11,part num det part part num noun det name part,3747
te te haere kite nga vai tamaiti tangata,g001 g005 g005 g053 g058 g001 g031 g016 g016 g020,8,10,det det verb verb det noun noun noun,3748
tau nei i vahine ika he,g054 g097 g099 g016 g016 g001,6,6,verb part part noun noun det,3749
i he noho ko te Tuu i tamaiti i he,g096 g003 g052 g011 g001 g095 g096 g020 g096 g001,10,10,part det verb det det name part noun part det,3750
rua hare marama tangata kai haere te,g080 g021 g028 g016 g016 g055 g056 g002,7,8,num noun noun noun verb verb det,3751
te kai ki haere no te i,g014 g061 g061 g098 g052 g096 g012 g012 g096,7,9,det verb part verb part det part,3752
te Hotu kai Makemake,g006 g083 g053 g081,4,4,det name verb name,3753
tau noho inu i Hotu tangata haere ana mai te,g061 g052 g051 g051 g096 g082 g024 g054 g018 g018 g097 g001,10,12,verb verb verb part name noun verb noun part det,3754
tangata vahine vahine manu he motu ika Tuu haere,g016 g017 g017 g022 g001 g031 g017 g084 g052,9,9,noun noun noun noun det noun noun name verb,3755
te tae manu haere tangata,g001 g052 g017 g051 g022,5,5,det verb noun verb noun,3756
i noho haere Hotu haere haere tangata,g096 g055 g059 g082 g069 g051 g030,7,7,part verb verb name verb verb noun,3757
haere tau vahine,g056 g056 g005 g016 g016,3,5,verb det noun,3758
haere rau inu moana vahine toru ma rakau raro,g053 g027 g053 g053 g016 g021 g074 g098 g017 g016,9,10,verb noun verb noun noun num part noun noun,3759
moe noho nga haere haere Hotu hula tangata,g055 g051 g012 g054 g051 g081 g051 g017,8,8,verb verb det verb verb name verb noun,3760
haere Hotu matangi haere ki tangata Hotu,g057 g081 g016 g052 g097 g017 g081,7,7,verb name noun verb part noun name,3761
tamaiti kai ika,g017 g051 g051 g016,3,4,noun verb noun,3762
he Hotu ala o rakau hele makemake Papa tangata tangata tangata,g004 g083 g052 g013 g020 g052 g051 g081 g081 g017 g016 g016 g016,11,13,det name verb det noun verb verb name noun noun noun,3763
ivi vahine tamaiti tau inu rima tamaiti ko nga ono vahine i,g037 g019 g016 g003 g057 g042 g020 g008 g005 g073 g016 g096,12,12,noun noun noun det verb noun noun det det num noun part,3764
a kai vai ki va haere waha,g001 g059 g016 g096 g071 g051 g047,7,7,det verb noun part num verb noun,3765
Makemake noho i vahine ihu,g084 g053 g096 g038 g016,5,5,name verb part noun noun,3766
vahine te i te tangata motu ora te haere,g021 g001 g096 g004 g024 g016 g016 g066 g002 g056,9,10,noun det part det noun noun verb det verb,3767
moe ai mai inu tangata te inu kai ei,g051 g096 g096 g052 g016 g006 g006 g052 g052 g052 g097,9,11,verb part part verb noun det verb verb part,3768
inu taringa na teia mo,g052 g017 g003 g011 g096,5,5,verb noun det det part,3769
ika Makemake e he toru he ora he tamaiti na pe vahine,g016 g090 g002 g007 g071 g001 g051 g006 g006 g017 g097 g098 g019 g019,12,14,noun name det det num det verb det noun part part noun,3770
te ki ki e ika i,g001 g096 g096 g002 g050 g096,6,6,det part part det noun part,3771
a tau ora matangi te,g011 g011 g001 g053 g016 g009,5,6,det det verb noun det,3772
manu noho haere ki vahine tangata mai,g016 g051 g052 g052 g105 g016 g016 g096 g096,7,9,noun verb verb part noun noun part,3773
rua tahi ai haere te haere haere Ngaara tamaiti ma,g072 g071 g052 g051 g009 g009 g056 g051 g090 g019 g019 g032,10,12,num num verb verb det verb verb name noun noun,3774
noho tangata raa,g068 g017 g020,3,3,verb noun noun,3775
haere kai na tangi te ai,g052 g051 g098 g098 g053 g002 g056,6,7,verb verb part verb det verb,3776
tamaiti tahi vai raa he e i he ika tangata tangata,g027 g027 g071 g019 g016 g002 g002 g001 g001 g096 g010 g010 g028 g016 g048,11,15,noun num noun noun det det part det noun noun noun,3777
matangi i rua,g017 g098 g071,3,3,noun part num,3778
atu i he tamaiti,g096 g096 g005 g023,4,4,part part det noun,3779
a kai rakau Tangaroa tau i vahine taringa te te,g008 g054 g017 g085 g085 g056 g056 g101 g017 g019 g007 g007 g001,10,13,det verb noun name verb part noun noun det det,3780
i noho he i mata he,g096 g060 g006 g100 g016 g002,6,6,part verb det part noun det,3781
e ma Rongo Hotu i vaka te atu na,g002 g041 g094 g081 g096 g096 g018 g018 g001 g096 g001,9,11,det noun name name part noun det part det,3782
teia te Matua tangata noho vaka nga vahine na haere ma a,g001 g004 g089 g019 g019 g052 g016 g007 g016 g003 g061 g096 g099,12,13,det det name noun verb noun det noun det verb part part,3783
te ono nga ihu te tau a manu ana,g004 g071 g001 g016 g002 g010 g001 g019 g096,9,9,det num det noun det det det noun part,3784
Matua ika Papa,g087 g016 g081,3,3,name noun name,3785
vai he hare he tena i,g016 g001 g017 g003 g004 g100,6,6,noun det noun det det part,3786
te ki tangata te Tuu tangata Tane,g001 g096 g016 g012 g081 g017 g017 g081,7,8,det part noun det name noun name,3787
rima Hotu noho rima tangata ko waha haere noho Hotu,g016 g083 g060 g060 g017 g016 g003 g030 g052 g052 g053 g053 g082,10,13,noun name verb noun noun det noun verb verb name,3788
noho i i nga vai mate Hotu haere,g055 g055 g097 g096 g096 g001 g024 g051 g085 g055,8,10,verb part part det noun verb name verb,3789
ana tangata tangata Matua Koihu o ihu Tuu Matua,g016 g016 g018 g085 g091 g004 g022 g086 g081,9,9,noun noun noun name name det noun name name,3790
tau Rongo tena iva noho raro vahine tahi Koihu Maui te tangata,g002 g093 g001 g071 g063 g017 g017 g076 g076 g081 g081 g003 g016,12,13,det name det num verb noun noun num name name det noun,3791
uta haere e o haere motu,g016 g053 g011 g002 g054 g017 g017,6,7,noun verb det det verb noun,3792
i ma he,g096 g097 g001,3,3,part part det,3793
he te ki marama na te tahi tangata Tangaroa vahine haere,g001 g001 g096 g025 g008 g015 g071 g018 g018 g081 g016 g051 g051,11,13,det det part noun det det num noun name noun verb,3794
Hotu Ngaara kai Hotu mai na vahine ihu te haere,g081 g081 g081 g059 g086 g097 g001 g023 g019 g002 g002 g052 g052,10,13,name name verb name part det noun noun det verb,3795
haere mai te Hotu inu,g069 g096 g001 g001 g084 g069,5,6,verb part det name verb,3796
mai i kume Rongo vai,g096 g103 g051 g088 g035,5,5,part part verb name noun,3797
ki te tomo he haere hoki Hotu atu,g102 g004 g054 g054 g001 g051 g067 g082 g082 g101,8,10,part det verb det verb verb name part,3798
tamaiti rakau ko rima te matangi tangata rima he kume mate a,g032 g021 g021 g012 g071 g002 g016 g030 g072 g003 g003 g060 g052 g102,12,14,noun noun det num det noun noun num det verb verb part,3799
tangata tamaiti ivi vahine haere tau haere e te,g016 g017 g021 g016 g051 g001 g057 g005 g005 g002,9,10,noun noun noun noun verb det verb det det,3800
rua vahine mo nga Matua i tamaiti i a tau,g073 g024 g097 g003 g081 g096 g017 g017 g096 g096 g004 g001,10,12,num noun part det name part noun part det det,3801
tau i i noho mai noho noho haere tahi,g002 g100 g096 g051 g103 g057 g051 g053 g071,9,9,det part part verb part verb verb verb num,3802
ma tangata matau na motu noho,g016 g016 g018 g046 g002 g019 g054,6,7,noun noun noun det noun verb,3803
he rima he o,g002 g071 g014 g002,4,4,det num det det,3804
te Hotu Hotu Hotu na,g006 g082 g082 g082 g003 g003,5,6,det name name name det,3805
Hotu vahine i matangi Hotu tangata tau te ihu tau i,g085 g085 g016 g096 g018 g091 g016 g001 g001 g007 g016 g005 g097,11,13,name noun part noun name noun det det noun det part,3806
i maunga rakau o tau Makemake,g098 g098 g018 g020 g098 g001 g083,6,7,part noun noun part det name,3807
vahine matangi he e he ihu haere haere,g021 g016 g001 g014 g014 g006 g032 g052 g058,8,9,noun noun det det det noun verb verb,3808
tangata Koihu inu tahi rakau tahi,g018 g094 g094 g051 g051 g071 g029 g029 g071,6,9,noun name verb num noun num,3809
vahine iva te kai Matua kai o,g016 g071 g006 g052 g085 g052 g002,7,7,noun num det verb name verb det,3810
i noho manu ora Hotu,g099 g051 g017 g052 g084,5,5,part verb noun verb name,3811
he ika ki rakau noho ika ka hoki ika,g002 g016 g016 g096 g029 g053 g053 g017 g017 g001 g051 g016 g016,9,13,det noun part noun verb noun det verb noun,3812
ono Tuu ma rau tangata tangata ika ki,g071 g081 g029 g016 g036 g026 g017 g097 g097,8,9,num name noun noun noun noun noun part,3813
Tangaroa ava tangata i te na ki te he tamaiti rima,g085 g085 g017 g016 g016 g098 g001 g002 g097 g007 g007 g002 g016 g016 g019,11,15,name noun noun part det det part det det noun noun,3814
tekau ika mata o na makemake ma o atu tamaiti noho,g072 g016 g019 g015 g004 g051 g097 g006 g096 g022 g063 g063,11,12,num noun noun det det verb part det part noun verb,3815
mate i kai ki o,g052 g096 g051 g096 g096 g096,5,6,verb part verb part part,3816
o tamaiti tamaiti matangi noho hare tangata te,g100 g016 g016 g036 g036 g051 g033 g016 g004,8,9,part noun noun noun verb noun noun det,3817
tangata tangata haere kai i kume haere he e motu na rima,g018 g043 g063 g063 g051 g051 g096 g051 g059 g059 g003 g003 g016 g001 g078,12,15,noun noun verb verb part verb verb det det noun det num,3818
ma a haere kai haere,g021 g021 g097 g067 g052 g051,5,6,noun part verb verb verb,3819
kite i tangata tangata haere te ma haere noho,g056 g097 g023 g019 g051 g010 g017 g070 g054,9,9,verb part noun noun verb det noun verb verb,3820
nga i vahine Tiki haere Tane i o,g001 g097 g040 g086 g086 g062 g081 g081 g097 g005,8,10,det part noun name verb name part det,3821
maunga vahine tau rua Tuu ora haere te i manu mo,g042 g017 g001 g071 g083 g054 g054 g053 g010 g096 g020 g098,11,12,noun noun det num name verb verb det part noun part,3822
Hotu haere he ei tahi tamaiti no tau ma te ika,g090 g064 g014 g096 g078 g016 g096 g096 g051 g096 g003 g019,11,12,name verb det part num noun part verb part det noun,3823
e tau tangata Hotu haere no rua i vahine haere mai,g002 g007 g039 g085 g085 g058 g101 g071 g098 g098 g040 g040 g056 g099,11,14,det det noun name verb part num part noun verb part,3824
korero te tangata tangata,g051 g003 g020 g016,4,4,verb det noun noun,3825
tuku kai te te tangata tamaiti te tangata haere haere vahine tangata,g052 g062 g001 g004 g019 g017 g001 g023 g056 g051 g024 g024 g016,12,13,verb verb det det noun noun det noun verb verb noun noun,3826
noho tahi Tane tahi,g052 g071 g082 g071 g071,4,5,verb num name num,3827
ki tangata pe vahine te tau ki,g104 g104 g016 g016 g097 g016 g001 g002 g100,7,9,part noun part noun det det part,3828
tangi tangata Matua tahi tamaiti vai Tuu te inu,g057 g018 g082 g078 g019 g016 g081 g002 g052,9,9,verb noun name num noun noun name det verb,3829
te tangata atu,g001 g020 g096,3,3,det noun part,3830
he ihu noho te ka rua mai Matua,g001 g016 g054 g010 g001 g071 g096 g085,8,8,det noun verb det det num part name,3831
tomo tau ihu vahine,g052 g002 g025 g024,4,4,verb det noun noun,3832
i te Hotu tangata Hina mai ika te i,g096 g096 g002 g083 g026 g081 g100 g016 g001 g102,9,10,part det name noun name part noun det part,3833
noho ma tau a tangata,g052 g018 g018 g001 g096 g016,5,6,verb noun det part noun,3834
haere atu he tangata tau tangata manu Rongo noho tangata,g058 g058 g103 g002 g016 g001 g001 g016 g021 g081 g081 g052 g016,10,13,verb part det noun det noun noun name verb noun,3835
mai tae mai haere Tuu tangata,g098 g051 g098 g051 g083 g019,6,6,part verb part verb name noun,3836
Tuu Hotu te,g093 g093 g081 g001,3,4,name name det,3837
tamaiti rakau te ika makemake Hotu,g018 g018 g026 g003 g027 g027 g051 g092 g092,6,9,noun noun det noun verb name,3838
vahine hare tamaiti te tahi na,g026 g019 g016 g003 g071 g007,6,6,noun noun noun det num det,3839
te o i tangata te,g002 g001 g096 g016 g016 g011 g011,5,7,det det part noun det,3840
tangata Tuu mai marama no,g019 g093 g103 g103 g017 g104 g104,5,7,noun name part noun part,3841
he haere Matua ana na Hotu ora haere tena nga noho,g001 g069 g081 g021 g001 g084 g055 g051 g001 g001 g001 g051,11,12,det verb name noun det name verb verb det det verb,3842
ka tau te tangata toru haere muri haere na tiki ika,g005 g001 g006 g032 g072 g072 g051 g042 g063 g096 g052 g041,11,12,det det det noun num verb noun verb part verb noun,3843
inu noho ki ki te vahine ruatekau manu vai na ki,g055 g053 g097 g096 g001 g022 g071 g071 g022 g016 g007 g096,11,12,verb verb part part det noun num noun noun det part,3844
Matua atu ma hele te tangata,g082 g098 g016 g051 g002 g018,6,6,name part noun verb det noun,3845
ika mate atu nei korero mate he Hotu,g018 g051 g051 g098 g096 g052 g051 g001 g082 g082,8,10,noun verb part part verb verb det name,3846
e ora tau tau haere ala haere tahi matangi he haere,g002 g051 g001 g052 g052 g056 g055 g071 g044 g001 g054,11,11,det verb det verb verb verb verb num noun det verb,3847
vahine Hotu te te te tahi haere ki Tuu manu na,g016 g081 g010 g006 g001 g074 g060 g097 g097 g081 g016 g098,11,12,noun name det det det num verb part name noun part,3848
Tuu te he,g082 g009 g009 g002,3,4,name det det,3849
tamaiti Ngaara i hua tau,g047 g088 g098 g019 g002,5,5,noun name part noun det,3850
te na tangata ua tamaiti te ra he tamaiti vahine vaka,g001 g008 g016 g023 g033 g033 g015 g096 g001 g023 g016 g017,11,12,det det noun noun noun det part det noun noun noun,3851
he i tangata i na tangata tamaiti atu na nga rakau rua,g001 g001 g097 g025 g101 g001 g018 g022 g096 g096 g013 g031 g072,12,13,det part noun part det noun noun part part det noun num,3852
pe te hoki noho rima toru mai no,g096 g096 g003 g053 g053 g054 g072 g079 g097 g097,8,10,part det verb verb num num part part,3853
tau Matua e mo vahine mate Hotu vahine,g001 g082 g002 g098 g020 g057 g081 g016,8,8,det name det part noun verb name noun,3854
tau Hotu na tangata rakau nga tangata Koihu moe te,g004 g093 g001 g025 g025 g033 g002 g016 g081 g081 g057 g001,10,12,det name det noun noun det noun name verb det,3855
raa tau mo Koihu atu,g035 g002 g096 g081 g098,5,5,noun det part name part,3856
Hotu i hula ki tangata nga i ma i tangi te tahi,g090 g098 g051 g098 g017 g002 g002 g097 g027 g097 g051 g001 g001 g071 g071,12,15,name part verb part noun det part noun part verb det num,3857
i haere tangata tau ono i tangata i teia na noho na,g096 g096 g055 g018 g002 g071 g103 g019 g097 g003 g004 g051 g001,12,13,part verb noun det num part noun part det det verb det,3858
haere hahau hula ki tau ava Hotu hana te ha,g059 g051 g057 g096 g005 g016 g081 g051 g051 g013 g071,10,11,verb verb verb part det noun name verb det num,3859
vahine nga taringa tangata ana tangata Hotu na,g018 g005 g017 g016 g023 g016 g082 g097,8,8,noun det noun noun noun noun name part,3860
maunga kai te i tangata vai vahine haere ora te,g017 g057 g005 g102 g039 g031 g016 g064 g059 g059 g011,10,11,noun verb det part noun noun noun verb verb det,3861
he raa hahau tomo tangata Tuu rua vahine na te Hotu hula,g001 g036 g036 g052 g051 g051 g032 g081 g074 g074 g016 g097 g004 g082 g051,12,15,det noun verb verb noun name num noun part det name verb,3862
mo moana haere va hele nga Matua Rangi mo tamaiti pe,g098 g032 g052 g072 g052 g010 g094 g094 g095 g095 g097 g043 g099,11,13,part noun verb num verb det name name part noun part,3863
te te pe kai kai Tangaroa tahi moana rua Hina i,g005 g001 g098 g055 g051 g090 g071 g016 g074 g081 g097,11,11,det det part verb verb name num noun num name part,3864
te tahi e tai,g001 g073 g001 g019,4,4,det num det noun,3865
tamaiti tangata te tamaiti vahine tena,g018 g016 g001 g018 g017 g017 g001,6,7,noun noun det noun noun det,3866
rua makemake e,g078 g078 g052 g052 g006,3,5,num verb det,3867
haere haere tangata ruatekau vahine pe te hula vahine tangata,g051 g054 g017 g071 g017 g098 g004 g004 g052 g016 g025,10,11,verb verb noun num noun part det verb noun noun,3868
Tane vahine mo vahine e inu tangata tangata,g081 g081 g016 g096 g022 g022 g009 g052 g016 g016 g016,8,11,name noun part noun det verb noun noun,3869
tamaiti tangata matangi hua tamaiti Ngaara makemake haere haere tahi tahi tiki,g046 g022 g017 g019 g018 g081 g081 g051 g060 g052 g071 g073 g052,12,13,noun noun noun noun noun name verb verb verb num num verb,3870
tau tangata raa maui,g001 g027 g019 g017,4,4,det noun noun noun,3871
Hotu na haere vahine i manu i,g084 g009 g051 g051 g036 g105 g016 g016 g097,7,9,name det verb noun part noun part,3872
vahine tangata tangata noho kume topa,g044 g018 g018 g055 g059 g051,6,6,noun noun noun verb verb verb,3873
haere tangata he tiki ua rua Hotu tamaiti,g055 g022 g005 g005 g051 g016 g076 g081 g081 g028,8,10,verb noun det verb noun num name noun,3874
te te mo rakau tamaiti o,g001 g002 g002 g096 g018 g019 g001,6,7,det det part noun noun det,3875
Hotu raa haere rakau Rangi tau vahine taringa,g081 g020 g053 g017 g017 g082 g015 g016 g016,8,9,name noun verb noun name det noun noun,3876
tamaiti haere Hotu Hotu inu o,g030 g051 g085 g081 g051 g051 g014,6,7,noun verb name name verb det,3877
te te na ua noho tahi raa kite Tuu,g008 g001 g003 g016 g064 g064 g074 g027 g053 g086,9,10,det det det noun verb num noun verb name,3878
i te vahine haere tai mate Matua Tuu te rima,g102 g002 g002 g017 g053 g053 g018 g018 g070 g085 g087 g087 g004 g016,10,14,part det noun verb noun verb name name det noun,3879
nga o i vahine,g009 g009 g001 g097 g023,4,5,det det part noun,3880
moe te ei,g051 g001 g098,3,3,verb det part,3881
